frame_name;actor;gender;p1;p2;p3;p4
GoodFortune-59993.jpeg;Keanu_Reeves;M;80;378;187;270
GoodFortune-63699.jpeg;Keanu_Reeves;M;56;305;146;215
GoodFortune-95373.jpeg;Blanca_Araceli;F;81;459;236;304
Gravity-101993.jpeg;Sandra_Bullock;F;92;617;199;509
Gravity-103422.jpeg;Sandra_Bullock;F;80;569;187;462
Gravity-103672.jpeg;Sandra_Bullock;F;82;583;211;454
Gravity-104295.jpeg;Sandra_Bullock;F;140;641;247;533
Gravity-104545.jpeg;Sandra_Bullock;F;116;653;223;545
Gravity-64705.jpeg;Sandra_Bullock;F;116;631;270;476
Gravity-71621.jpeg;Sandra_Bullock;F;140;378;247;270
Gravity-82333.jpeg;Sandra_Bullock;F;110;554;239;425
Gravity-96304.jpeg;George_Clooney;M;80;453;142;391
Gravity-98304.jpeg;Sandra_Bullock;F;96;325;186;235
Gravity-98804.jpeg;Sandra_Bullock;F;168;325;297;196
Her-102154.jpeg;Joaquin_Phoenix;M;43;489;266;266
Her-10470.jpeg;Joaquin_Phoenix;M;68;439;291;216
Her-105135.jpeg;Joaquin_Phoenix;M;43;414;266;191
Her-126453.jpeg;Joaquin_Phoenix;M;73;349;135;287
Her-127203.jpeg;Joaquin_Phoenix;M;81;425;236;270
Her-127703.jpeg;Joaquin_Phoenix;M;52;498;320;230
Her-128508.jpeg;Joaquin_Phoenix;M;0;526;313;205
Her-128758.jpeg;Joaquin_Phoenix;M;0;526;313;205
Her-129008.jpeg;Joaquin_Phoenix;M;0;526;313;205
Her-129258.jpeg;Joaquin_Phoenix;M;0;526;313;205
Her-129508.jpeg;Joaquin_Phoenix;M;0;468;260;200
Her-130180.jpeg;Joaquin_Phoenix;M;36;345;222;159
Her-137324.jpeg;Joaquin_Phoenix;M;43;414;266;191
Her-152111.jpeg;Joaquin_Phoenix;M;77;428;263;242
Her-164835.jpeg;Joaquin_Phoenix;M;64;287;219;132
Her-164973.jpeg;Joaquin_Phoenix;M;81;322;236;167
Her-165073.jpeg;Amy_Adams;F;81;494;236;339
Her-165150.jpeg;Joaquin_Phoenix;M;82;282;211;153
Her-167860.jpeg;Joaquin_Phoenix;M;82;354;211;225
Her-36233.jpeg;Rooney_Mara;F;166;384;255;295
Her-46762.jpeg;Olivia_Wilde;F;88;486;163;411
Her-47926.jpeg;Olivia_Wilde;F;64;476;219;322
Her-49298.jpeg;Olivia_Wilde;F;81;511;236;356
Her-54455.jpeg;Olivia_Wilde;F;98;469;284;283
Her-5713.jpeg;Joaquin_Phoenix;M;98;428;284;242
Her-71023.jpeg;Joaquin_Phoenix;M;43;414;266;191
Her-71433.jpeg;Rooney_Mara;F;36;386;222;201
Her-71613.jpeg;Rooney_Mara;F;67;454;196;325
Her-71921.jpeg;Joaquin_Phoenix;M;19;414;242;191
Her-72056.jpeg;Joaquin_Phoenix;M;39;411;168;282
Her-73060.jpeg;Joaquin_Phoenix;M;57;386;242;201
Her-76450.jpeg;Amy_Adams;F;116;442;270;287
Her-76760.jpeg;Amy_Adams;F;67;468;196;339
Her-77148.jpeg;Joaquin_Phoenix;M;96;282;225;153
Her-77323.jpeg;Joaquin_Phoenix;M;64;304;219;150
Her-93398.jpeg;Rooney_Mara;F;118;531;304;345
Interstellar-100556.jpeg;Matthew_McConaughey;M;180;469;366;283
Interstellar-100661.jpeg;Matthew_McConaughey;M;201;489;387;304
Interstellar-108254.jpeg;Anne_Hathaway;F;139;551;325;366
Interstellar-111619.jpeg;Matthew_McConaughey;M;127;578;170;535
Interstellar-117605.jpeg;Matthew_McConaughey;M;82;587;350;319
Interstellar-125830.jpeg;Anne_Hathaway;F;168;612;297;483
Interstellar-126245.jpeg;Anne_Hathaway;F;167;614;322;459
Interstellar-126825.jpeg;Anne_Hathaway;F;139;572;325;386
Interstellar-142248.jpeg;Matthew_McConaughey;M;184;425;339;270
Interstellar-147657.jpeg;Matthew_McConaughey;M;150;648;305;494
Interstellar-153744.jpeg;Matthew_McConaughey;M;139;531;325;345
Interstellar-154218.jpeg;Matthew_McConaughey;M;160;510;345;324
Interstellar-154354.jpeg;Matthew_McConaughey;M;150;476;305;322
Interstellar-154487.jpeg;Matthew_McConaughey;M;139;510;325;324
Interstellar-15735.jpeg;Matthew_McConaughey;M;187;354;295;247
Interstellar-17456.jpeg;Matthew_McConaughey;M;175;330;283;223
Interstellar-174705.jpeg;Matthew_McConaughey;M;160;551;345;366
Interstellar-183434.jpeg;Matthew_McConaughey;M;180;551;366;366
Interstellar-183659.jpeg;Matthew_McConaughey;M;118;563;341;340
Interstellar-183868.jpeg;Anne_Hathaway;F;167;511;322;356
Interstellar-230828.jpeg;Matthew_McConaughey;M;112;557;379;290
Interstellar-232222.jpeg;Matthew_McConaughey;M;82;676;350;409
Interstellar-36068.jpeg;Matthew_McConaughey;M;167;580;322;425
Interstellar-37209.jpeg;Anne_Hathaway;F;146;411;221;337
Interstellar-37395.jpeg;Anne_Hathaway;F;128;426;235;318
Interstellar-37545.jpeg;Anne_Hathaway;F;126;464;216;374
Interstellar-38913.jpeg;Matthew_McConaughey;M;140;593;247;485
Interstellar-39382.jpeg;Anne_Hathaway;F;153;511;282;382
Interstellar-40040.jpeg;Anne_Hathaway;F;128;581;235;474
Interstellar-40488.jpeg;Matthew_McConaughey;M;182;540;311;411
Interstellar-40576.jpeg;Matthew_McConaughey;M;168;339;297;210
Interstellar-43081.jpeg;Matthew_McConaughey;M;166;424;255;335
Interstellar-43244.jpeg;Matthew_McConaughey;M;116;511;270;356
Interstellar-43554.jpeg;Matthew_McConaughey;M;116;511;270;356
Interstellar-44086.jpeg;Matthew_McConaughey;M;133;511;288;356
Interstellar-45688.jpeg;David_Gyasi;M;104;593;211;485
Interstellar-47668.jpeg;Wes_Bentley;M;153;425;282;296
Interstellar-50398.jpeg;Matthew_McConaughey;M;149;716;211;653
Interstellar-64775.jpeg;Anne_Hathaway;F;98;489;284;304
Interstellar-73895.jpeg;Matthew_McConaughey;M;118;513;341;291
Interstellar-74351.jpeg;Matthew_McConaughey;M;118;414;341;191
Interstellar-74606.jpeg;Matthew_McConaughey;M;160;448;345;262
Interstellar-74816.jpeg;Matthew_McConaughey;M;160;428;345;242
Interstellar-81438.jpeg;David_Gyasi;M;167;390;322;236
Interstellar-91324.jpeg;Wes_Bentley;M;140;593;247;485
Interstellar-92195.jpeg;Wes_Bentley;M;136;524;226;434
Interstellar-93194.jpeg;Anne_Hathaway;F;153;583;282;454
Interstellar-93345.jpeg;Anne_Hathaway;F;139;569;268;440
Interstellar-95520.jpeg;Matthew_McConaughey;M;118;588;341;365
Interstellar-95703.jpeg;Matthew_McConaughey;M;118;563;341;340
KnivesOut-102953.jpeg;Daniel_Craig;M;68;270;175;163
KnivesOut-14690.jpeg;Lakeith_Stanfield;M;101;280;163;218
KnivesOut-158386.jpeg;Lakeith_Stanfield;M;53;296;182;167
KnivesOut-16000.jpeg;Lakeith_Stanfield;M;82;325;211;196
KnivesOut-164756.jpeg;Daniel_Craig;M;43;489;266;266
KnivesOut-169564.jpeg;Lakeith_Stanfield;M;86;364;176;275
KnivesOut-18206.jpeg;Lakeith_Stanfield;M;96;339;225;210
KnivesOut-21200.jpeg;Daniel_Craig;M;56;305;146;215
KnivesOut-21702.jpeg;Daniel_Craig;M;66;325;156;235
KnivesOut-30261.jpeg;Daniel_Craig;M;68;414;291;191
KnivesOut-31796.jpeg;Daniel_Craig;M;98;386;284;201
KnivesOut-37166.jpeg;Daniel_Craig;M;23;468;290;200
KnivesOut-46307.jpeg;Lakeith_Stanfield;M;96;382;225;253
KnivesOut-65281.jpeg;Daniel_Craig;M;46;364;136;275
KnivesOut-65601.jpeg;Daniel_Craig;M;53;397;182;268
KnivesOut-66371.jpeg;Daniel_Craig;M;57;448;242;262
KnivesOut-66580.jpeg;Daniel_Craig;M;81;442;236;287
KnivesOut-6807.jpeg;Ana_de_Armas;F;68;489;291;266
KnivesOut-88773.jpeg;Daniel_Craig;M;64;373;219;218
KnivesOut-9089.jpeg;Lakeith_Stanfield;M;96;339;225;210
KnivesOut-94537.jpeg;Daniel_Craig;M;44;462;152;354
MoonriseKingdom-104001.jpeg;Kara_Hayward;F;213;353;287;278
MoonriseKingdom-108751.jpeg;Jared_Gilman;M;142;588;365;365
MoonriseKingdom-119001.jpeg;Frances_McDormand;F;196;468;325;339
MoonriseKingdom-119001.jpeg;Bill_Murray;M;80;665;187;557
MoonriseKingdom-125251.jpeg;Frances_McDormand;F;270;442;425;287
MoonriseKingdom-129251.jpeg;Kara_Hayward;F;64;528;219;373
MoonriseKingdom-26001.jpeg;Kara_Hayward;F;0;788;540;233
MoonriseKingdom-28501.jpeg;Jared_Gilman;M;118;593;304;407
MoonriseKingdom-37001.jpeg;Kara_Hayward;F;59;667;122;605
MoonriseKingdom-37751.jpeg;Kara_Hayward;F;125;569;254;440
MoonriseKingdom-38001.jpeg;Kara_Hayward;F;64;562;219;408
MoonriseKingdom-41251.jpeg;Kara_Hayward;F;98;580;253;425
MoonriseKingdom-42251.jpeg;Kara_Hayward;F;134;633;455;312
MoonriseKingdom-43001.jpeg;Kara_Hayward;F;133;580;288;425
MoonriseKingdom-43251.jpeg;Kara_Hayward;F;149;494;211;432
MoonriseKingdom-47751.jpeg;Frances_McDormand;F;216;514;305;424
MoonriseKingdom-52501.jpeg;Kara_Hayward;F;50;674;94;631
MoonriseKingdom-57251.jpeg;Kara_Hayward;F;222;407;407;221
MoonriseKingdom-57501.jpeg;Kara_Hayward;F;222;407;407;221
MoonriseKingdom-59751.jpeg;Bill_Murray;M;92;270;199;163
MoonriseKingdom-59751.jpeg;Frances_McDormand;F;188;428;262;353
MoonriseKingdom-61751.jpeg;Jared_Gilman;M;152;545;259;438
MoonriseKingdom-62001.jpeg;Kara_Hayward;F;68;613;291;390
MoonriseKingdom-62751.jpeg;Kara_Hayward;F;199;354;307;247
MoonriseKingdom-63751.jpeg;Kara_Hayward;F;234;561;270;525
MoonriseKingdom-65251.jpeg;Jared_Gilman;M;0;707;451;245
MoonriseKingdom-65751.jpeg;Jared_Gilman;M;0;632;376;247
MoonriseKingdom-66751.jpeg;Kara_Hayward;F;33;803;418;418
MoonriseKingdom-6751.jpeg;Kara_Hayward;F;139;593;325;407
MoonriseKingdom-73501.jpeg;Kara_Hayward;F;198;557;260;494
MoonriseKingdom-73501.jpeg;Frances_McDormand;F;146;345;221;270
MoonriseKingdom-79501.jpeg;Frances_McDormand;F;110;870;239;741
MoonriseKingdom-79751.jpeg;Kara_Hayward;F;253;580;408;425
MoonriseKingdom-79751.jpeg;Frances_McDormand;F;96;870;225;741
MoonriseKingdom-95751.jpeg;Kara_Hayward;F;96;569;225;440
MyFault-58009.jpeg;Gabriel_Guevara;M;77;593;263;407
MyFault-6843.jpeg;Ivan_Sanchez;M;86;275;176;185
MyFault-74592.jpeg;Ivan_Sanchez;M;96;526;225;397
MyFault-90889.jpeg;Marta_Hazas;F;76;305;166;215
MyFault-91337.jpeg;Marta_Hazas;F;82;554;211;425
PeopleWeMeetonVacation-10777.jpeg;Tom_Blyth;M;92;438;199;330
PeopleWeMeetonVacation-12036.jpeg;Tom_Blyth;M;110;339;239;210
PeopleWeMeetonVacation-12109.jpeg;Tom_Blyth;M;105;527;179;453
PeopleWeMeetonVacation-151233.jpeg;Tom_Blyth;M;106;394;196;305
PeopleWeMeetonVacation-152556.jpeg;Tom_Blyth;M;82;411;211;282
PeopleWeMeetonVacation-46527.jpeg;Tom_Blyth;M;116;315;206;225
PitchPerfect-10620.jpeg;Rebel_Wilson;F;67;354;196;225
PitchPerfect-109498.jpeg;Brittany_Snow;F;82;225;211;96
PitchPerfect-113331.jpeg;Brittany_Snow;F;81;494;236;339
PitchPerfect-11616.jpeg;Anna_Kendrick;F;115;494;177;432
PitchPerfect-117301.jpeg;Anna_Kendrick;F;76;474;166;384
PitchPerfect-120186.jpeg;Anna_Kendrick;F;86;484;176;394
PitchPerfect-120526.jpeg;Rebel_Wilson;F;72;287;146;212
PitchPerfect-121054.jpeg;Brittany_Snow;F;55;239;107;187
PitchPerfect-121822.jpeg;Brittany_Snow;F;98;425;253;270
PitchPerfect-121901.jpeg;Rebel_Wilson;F;63;270;138;196
PitchPerfect-122914.jpeg;Rebel_Wilson;F;53;405;115;342
PitchPerfect-122914.jpeg;Anna_Kendrick;F;234;201;270;165
PitchPerfect-123064.jpeg;Anna_Kendrick;F;245;210;297;158
PitchPerfect-123567.jpeg;Brittany_Snow;F;81;390;236;236
PitchPerfect-128377.jpeg;Rebel_Wilson;F;96;378;171;303
PitchPerfect-130322.jpeg;Anna_Kendrick;F;77;366;263;180
PitchPerfect-130687.jpeg;Anna_Kendrick;F;146;536;221;461
PitchPerfect-131186.jpeg;Anna_Kendrick;F;146;544;236;454
PitchPerfect-144526.jpeg;Anna_Kendrick;F;78;296;130;245
PitchPerfect-15058.jpeg;Anna_Kendrick;F;73;204;135;142
PitchPerfect-157390.jpeg;Brittany_Snow;F;56;454;146;364
PitchPerfect-158236.jpeg;Anna_Kendrick;F;65;491;108;448
PitchPerfect-27426.jpeg;Anna_Kendrick;F;72;254;146;179
PitchPerfect-28464.jpeg;Anna_Kendrick;F;47;278;121;204
PitchPerfect-28654.jpeg;Anna_Kendrick;F;56;344;146;255
PitchPerfect-31770.jpeg;Brittany_Snow;F;88;419;163;345
PitchPerfect-33133.jpeg;Brittany_Snow;F;57;407;242;221
PitchPerfect-33329.jpeg;Brittany_Snow;F;96;440;225;311
PitchPerfect-34460.jpeg;Rebel_Wilson;F;76;524;166;434
PitchPerfect-35890.jpeg;Brittany_Snow;F;92;354;199;247
PitchPerfect-37390.jpeg;Anna_Kendrick;F;80;450;187;342
PitchPerfect-38578.jpeg;Rebel_Wilson;F;59;315;122;252
PitchPerfect-45505.jpeg;Brittany_Snow;F;63;245;138;171
PitchPerfect-45918.jpeg;Anna_Kendrick;F;82;454;211;325
PitchPerfect-46395.jpeg;Anna_Kendrick;F;92;557;199;450
PitchPerfect-47279.jpeg;Anna_Kendrick;F;96;440;225;311
PitchPerfect-53068.jpeg;Anna_Kendrick;F;63;229;138;154
PitchPerfect-54699.jpeg;Anna_Kendrick;F;88;345;163;270
PitchPerfect-55439.jpeg;Anna_Kendrick;F;80;247;187;139
PitchPerfect-55731.jpeg;Anna_Kendrick;F;80;282;187;175
PitchPerfect-56148.jpeg;Anna_Kendrick;F;86;305;176;215
PitchPerfect-58203.jpeg;Rebel_Wilson;F;76;414;166;325
PitchPerfect-58801.jpeg;Anna_Kendrick;F;68;378;175;270
PitchPerfect-61747.jpeg;Anna_Kendrick;F;56;354;146;265
PitchPerfect-66544.jpeg;Anna_Kendrick;F;80;328;155;254
PitchPerfect-70835.jpeg;Anna_Kendrick;F;106;514;196;424
PitchPerfect-7235.jpeg;Rebel_Wilson;F;82;354;211;225
PitchPerfect-80679.jpeg;Anna_Kendrick;F;63;245;138;171
PitchPerfect-80843.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81087.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81236.jpeg;Anna_Kendrick;F;63;254;138;179
PitchPerfect-81506.jpeg;Anna_Kendrick;F;63;245;138;171
PitchPerfect-81658.jpeg;Anna_Kendrick;F;55;262;130;187
PitchPerfect-84813.jpeg;Anna_Kendrick;F;81;322;236;167
PitchPerfect-85081.jpeg;Anna_Kendrick;F;81;339;236;184
PitchPerfect-85297.jpeg;Anna_Kendrick;F;81;322;236;167
PitchPerfect-85549.jpeg;Rebel_Wilson;F;49;423;101;371
PitchPerfect-85681.jpeg;Rebel_Wilson;F;77;448;263;262
PitchPerfect-86496.jpeg;Anna_Kendrick;F;98;356;253;201
PitchPerfect-86650.jpeg;Anna_Kendrick;F;98;322;253;167
PitchPerfect-87687.jpeg;Anna_Kendrick;F;94;425;156;363
PitchPerfect-91684.jpeg;Rebel_Wilson;F;47;469;121;395
Playdate-103236.jpeg;Alan_Ritchson;M;67;279;118;227
Playdate-103995.jpeg;Alan_Ritchson;M;80;509;187;402
Playdate-104439.jpeg;Alan_Ritchson;M;53;494;115;432
Playdate-104500.jpeg;Alan_Ritchson;M;26;573;116;484
Playdate-106629.jpeg;Alan_Ritchson;M;39;536;101;474
Playdate-106743.jpeg;Alan_Ritchson;M;65;467;108;424
Playdate-107623.jpeg;Alan_Ritchson;M;38;296;90;245
Playdate-108673.jpeg;Alan_Ritchson;M;44;285;95;233
Playdate-109813.jpeg;Alan_Tudyk;M;70;461;106;425
Playdate-110476.jpeg;Alan_Ritchson;M;68;354;175;247
Playdate-110683.jpeg;Alan_Ritchson;M;68;330;175;223
Playdate-110866.jpeg;Alan_Ritchson;M;67;411;196;282
Playdate-111111.jpeg;Alan_Ritchson;M;82;382;211;253
Playdate-11190.jpeg;Kevin_James;M;56;378;163;270
Playdate-112386.jpeg;Alan_Ritchson;M;92;366;199;259
Playdate-112636.jpeg;Alan_Ritchson;M;67;368;196;239
Playdate-112825.jpeg;Alan_Ritchson;M;68;402;175;294
Playdate-112944.jpeg;Alan_Ritchson;M;53;382;182;253
Playdate-113219.jpeg;Alan_Ritchson;M;68;378;175;270
Playdate-113343.jpeg;Alan_Ritchson;M;67;411;196;282
Playdate-113652.jpeg;Alan_Ritchson;M;67;382;196;253
Playdate-113719.jpeg;Alan_Ritchson;M;82;397;211;268
Playdate-114321.jpeg;Alan_Ritchson;M;128;462;235;354
Playdate-114668.jpeg;Alan_Ritchson;M;66;325;156;235
Playdate-114975.jpeg;Alan_Ritchson;M;46;536;108;474
Playdate-115784.jpeg;Alan_Ritchson;M;60;338;103;295
Playdate-115883.jpeg;Alan_Ritchson;M;67;291;118;239
Playdate-116157.jpeg;Alan_Ritchson;M;72;353;146;278
Playdate-116800.jpeg;Alan_Ritchson;M;116;485;223;378
Playdate-119724.jpeg;Alan_Ritchson;M;98;408;253;253
Playdate-119996.jpeg;Alan_Tudyk;M;36;285;126;195
Playdate-121451.jpeg;Kevin_James;M;47;511;121;436
Playdate-121780.jpeg;Alan_Ritchson;M;57;428;242;242
Playdate-12246.jpeg;Kevin_James;M;82;368;211;239
Playdate-12359.jpeg;Sarah_Chalke;F;92;533;199;426
Playdate-124093.jpeg;Alan_Ritchson;M;94;363;156;301
Playdate-124150.jpeg;Kevin_James;M;36;354;126;265
Playdate-124400.jpeg;Alan_Ritchson;M;88;353;163;278
Playdate-124534.jpeg;Alan_Ritchson;M;94;335;156;273
Playdate-15537.jpeg;Isla_Fisher;F;67;394;118;343
Playdate-16165.jpeg;Isla_Fisher;F;56;509;163;402
Playdate-16295.jpeg;Isla_Fisher;F;66;524;156;434
Playdate-16451.jpeg;Isla_Fisher;F;66;514;156;424
Playdate-16857.jpeg;Isla_Fisher;F;68;485;175;378
Playdate-17055.jpeg;Isla_Fisher;F;66;474;156;384
Playdate-17547.jpeg;Kevin_James;M;67;311;196;182
Playdate-18144.jpeg;Isla_Fisher;F;146;461;182;425
Playdate-20922.jpeg;Alan_Ritchson;M;26;563;116;474
Playdate-20985.jpeg;Alan_Ritchson;M;55;494;130;419
Playdate-21325.jpeg;Alan_Ritchson;M;39;511;168;382
Playdate-21696.jpeg;Alan_Ritchson;M;39;483;168;354
Playdate-22401.jpeg;Alan_Ritchson;M;47;502;121;428
Playdate-22589.jpeg;Alan_Ritchson;M;55;478;130;403
Playdate-25250.jpeg;Alan_Ritchson;M;82;440;211;311
Playdate-25443.jpeg;Alan_Ritchson;M;96;368;225;239
Playdate-26784.jpeg;Alan_Ritchson;M;36;510;222;324
Playdate-28983.jpeg;Alan_Ritchson;M;76;524;166;434
Playdate-29122.jpeg;Alan_Ritchson;M;92;438;199;330
Playdate-30507.jpeg;Alan_Ritchson;M;66;563;156;474
Playdate-31313.jpeg;Alan_Ritchson;M;67;468;196;339
Playdate-31447.jpeg;Alan_Ritchson;M;110;425;239;296
Playdate-31591.jpeg;Alan_Ritchson;M;81;442;236;287
Playdate-35944.jpeg;Kevin_James;M;56;259;163;151
Playdate-36142.jpeg;Kevin_James;M;53;268;182;139
Playdate-36291.jpeg;Kevin_James;M;53;239;182;110
Playdate-36371.jpeg;Kevin_James;M;81;390;236;236
Playdate-38126.jpeg;Alan_Ritchson;M;64;270;219;115
Playdate-38187.jpeg;Alan_Ritchson;M;26;205;116;116
Playdate-42993.jpeg;Alan_Ritchson;M;57;593;242;407
Playdate-43775.jpeg;Alan_Ritchson;M;36;510;222;324
Playdate-43832.jpeg;Alan_Ritchson;M;43;513;266;291
Playdate-48801.jpeg;Alan_Ritchson;M;92;521;199;414
Playdate-49150.jpeg;Alan_Ritchson;M;47;631;202;476
Playdate-50364.jpeg;Alan_Ritchson;M;39;368;168;239
Playdate-50463.jpeg;Alan_Ritchson;M;77;531;263;345
Playdate-52544.jpeg;Alan_Ritchson;M;67;325;196;196
Playdate-54010.jpeg;Alan_Ritchson;M;67;325;196;196
Playdate-55984.jpeg;Alan_Ritchson;M;43;464;266;241
Playdate-58412.jpeg;Alan_Ritchson;M;80;318;187;211
Playdate-58809.jpeg;Alan_Ritchson;M;81;408;236;253
Playdate-59101.jpeg;Alan_Ritchson;M;57;407;242;221
Playdate-62286.jpeg;Alan_Ritchson;M;0;637;217;414
Playdate-62731.jpeg;Alan_Ritchson;M;67;468;196;339
Playdate-63337.jpeg;Alan_Ritchson;M;43;390;266;167
Playdate-63514.jpeg;Alan_Ritchson;M;68;390;291;167
Playdate-64852.jpeg;Kevin_James;M;0;617;260;349
Playdate-65352.jpeg;Kevin_James;M;43;513;266;291
Playdate-65527.jpeg;Alan_Ritchson;M;43;390;266;167
Playdate-67551.jpeg;Alan_Ritchson;M;64;459;219;304
Playdate-67650.jpeg;Alan_Ritchson;M;82;425;211;296
Playdate-68298.jpeg;Alan_Ritchson;M;80;378;187;270
Playdate-69346.jpeg;Alan_Ritchson;M;53;397;182;268
Playdate-69662.jpeg;Alan_Ritchson;M;67;368;196;239
Playdate-70629.jpeg;Kevin_James;M;47;390;202;236
Playdate-70705.jpeg;Kevin_James;M;47;408;202;253
Playdate-72325.jpeg;Alan_Ritchson;M;43;390;266;167
Playdate-76029.jpeg;Alan_Ritchson;M;64;236;219;81
Playdate-77237.jpeg;Alan_Ritchson;M;57;366;242;180
Playdate-77643.jpeg;Alan_Ritchson;M;64;356;219;201
Playdate-78313.jpeg;Kevin_James;M;135;577;198;515
Playdate-79279.jpeg;Alan_Ritchson;M;36;603;126;514
Playdate-81594.jpeg;Alan_Ritchson;M;76;424;166;335
Playdate-82568.jpeg;Alan_Ritchson;M;68;533;175;426
Playdate-83087.jpeg;Alan_Ritchson;M;56;545;163;438
Playdate-83462.jpeg;Alan_Ritchson;M;56;521;163;414
Playdate-83722.jpeg;Alan_Ritchson;M;36;504;126;414
Playdate-84005.jpeg;Alan_Ritchson;M;46;504;136;414
Playdate-85347.jpeg;Alan_Ritchson;M;67;253;196;124
Playdate-85699.jpeg;Alan_Ritchson;M;67;253;196;124
Playdate-85982.jpeg;Alan_Ritchson;M;38;254;113;179
Playdate-88050.jpeg;Alan_Ritchson;M;66;613;156;524
Playdate-88199.jpeg;Alan_Ritchson;M;81;528;236;373
Playdate-88321.jpeg;Kevin_James;M;19;414;242;191
Playdate-88791.jpeg;Kevin_James;M;36;428;222;242
Playdate-88947.jpeg;Kevin_James;M;43;439;266;216
Playdate-89171.jpeg;Kevin_James;M;43;513;266;291
Playdate-91098.jpeg;Alan_Ritchson;M;64;373;219;218
Playdate-92283.jpeg;Alan_Ritchson;M;80;278;155;204
Playdate-92673.jpeg;Alan_Ritchson;M;76;354;166;265
Playdate-93822.jpeg;Alan_Ritchson;M;77;448;263;262
Playdate-94009.jpeg;Alan_Ritchson;M;77;489;263;304
Playdate-95397.jpeg;Alan_Ritchson;M;82;311;211;182
Playdate-95474.jpeg;Alan_Ritchson;M;64;356;219;201
Playdate-99407.jpeg;Alan_Ritchson;M;98;425;253;270
PromisingYoungWoman-103001.jpeg;Bo_Burnham;M;205;425;267;363
PromisingYoungWoman-103251.jpeg;Bo_Burnham;M;219;1078;374;924
PromisingYoungWoman-103751.jpeg;Bo_Burnham;M;116;941;270;786
PromisingYoungWoman-104251.jpeg;Bo_Burnham;M;133;1010;288;855
PromisingYoungWoman-105251.jpeg;Bo_Burnham;M;116;924;270;769
PromisingYoungWoman-119751.jpeg;Bo_Burnham;M;99;847;420;526
PromisingYoungWoman-153001.jpeg;Bo_Burnham;M;96;655;225;526
PromisingYoungWoman-153751.jpeg;Bo_Burnham;M;134;847;455;526
PromisingYoungWoman-154001.jpeg;Bo_Burnham;M;201;765;468;498
PromisingYoungWoman-154501.jpeg;Bo_Burnham;M;125;698;254;569
PromisingYoungWoman-154751.jpeg;Bo_Burnham;M;206;812;527;491
PromisingYoungWoman-17751.jpeg;Bo_Burnham;M;125;741;254;612
PromisingYoungWoman-45251.jpeg;Bo_Burnham;M;94;432;156;370
PromisingYoungWoman-46251.jpeg;Bo_Burnham;M;118;655;304;469
PromisingYoungWoman-77751.jpeg;Bo_Burnham;M;112;765;379;498
PromisingYoungWoman-98251.jpeg;Bo_Burnham;M;139;898;268;769
PromisingYoungWoman-98501.jpeg;Bo_Burnham;M;110;913;239;784
PromisingYoungWoman-99751.jpeg;Bo_Burnham;M;115;868;177;805
SilverLiningsPlaybook-107751.jpeg;Chris_Tucker;M;82;825;350;557
SilverLiningsPlaybook-115001.jpeg;Robert_De_Niro;M;82;943;350;676
SilverLiningsPlaybook-115751.jpeg;Robert_De_Niro;M;112;943;379;676
SilverLiningsPlaybook-129001.jpeg;Robert_De_Niro;M;93;588;316;365
SilverLiningsPlaybook-131001.jpeg;Robert_De_Niro;M;112;557;379;290
SilverLiningsPlaybook-134251.jpeg;Robert_De_Niro;M;134;847;455;526
SilverLiningsPlaybook-141251.jpeg;Robert_De_Niro;M;96;583;225;454
SilverLiningsPlaybook-148751.jpeg;Robert_De_Niro;M;33;718;418;332
SilverLiningsPlaybook-168251.jpeg;Robert_De_Niro;M;142;587;409;319
SilverLiningsPlaybook-22751.jpeg;Robert_De_Niro;M;140;915;247;808
SilverLiningsPlaybook-24001.jpeg;Robert_De_Niro;M;98;675;284;489
SilverLiningsPlaybook-31501.jpeg;Bradley_Cooper;M;53;626;182;497
SilverLiningsPlaybook-7001.jpeg;Bradley_Cooper;M;119;718;504;332
SilverLiningsPlaybook-9751.jpeg;Robert_De_Niro;M;192;984;415;761
Spotlight (2015)-100691.jpeg;John_Slattery;M;98;511;253;356
Spotlight (2015)-101272.jpeg;John_Slattery;M;80;428;155;353
Spotlight (2015)-101391.jpeg;John_Slattery;M;88;486;163;411
Spotlight (2015)-117661.jpeg;Mark_Ruffalo;M;77;345;263;159
Spotlight (2015)-140438.jpeg;Mark_Ruffalo;M;36;366;222;180
Spotlight (2015)-162772.jpeg;Michael_Keaton;M;104;474;211;366
Spotlight (2015)-29076.jpeg;Mark_Ruffalo;M;46;363;108;301
Spotlight (2015)-40912.jpeg;Mark_Ruffalo;M;47;569;121;494
Spotlight (2015)-41121.jpeg;Mark_Ruffalo;M;98;545;253;390
Ted-101501.jpeg;Mark_Wahlberg;M;140;509;247;402
Ted-102001.jpeg;Amanda_Seyfried;F;153;425;282;296
Ted-109001.jpeg;Amanda_Seyfried;F;170;533;222;481
Ted-110001.jpeg;Amanda_Seyfried;F;184;769;339;614
Ted-110251.jpeg;Mark_Wahlberg;M;201;428;387;242
Ted-110501.jpeg;Amanda_Seyfried;F;184;786;339;631
Ted-110751.jpeg;Amanda_Seyfried;F;140;629;247;521
Ted-111751.jpeg;Amanda_Seyfried;F;163;593;271;485
Ted-114501.jpeg;Mark_Wahlberg;M;196;354;325;225
Ted-114751.jpeg;Amanda_Seyfried;F;135;584;198;522
