frame_name;actor;gender;p1;p2;p3;p4
Ted-116251.jpeg;Amanda_Seyfried;F;184;872;339;717
Ted-118001.jpeg;Mark_Wahlberg;M;188;453;262;378
Ted-118251.jpeg;Mark_Wahlberg;M;206;494;295;404
Ted-119251.jpeg;Amanda_Seyfried;F;158;325;194;289
Ted-120751.jpeg;Morgan_Freeman;M;163;485;271;378
Ted-122251.jpeg;Mark_Wahlberg;M;184;683;339;528
Ted-125751.jpeg;Mark_Wahlberg;M;245;474;335;384
Ted-143751.jpeg;Amanda_Seyfried;F;153;440;282;311
Ted-153001.jpeg;Mark_Wahlberg;M;202;614;356;459
Ted-154751.jpeg;Morgan_Freeman;M;142;425;205;363
Ted-155751.jpeg;Mark_Wahlberg;M;167;631;322;476
Ted-156251.jpeg;Mark_Wahlberg;M;163;689;271;581
Ted-156501.jpeg;Morgan_Freeman;M;167;425;322;270
Ted-159001.jpeg;Morgan_Freeman;M;133;425;288;270
Ted-159501.jpeg;Morgan_Freeman;M;133;459;288;304
Ted-1751.jpeg;Jessica_Barth;F;175;438;283;330
Ted-23001.jpeg;Mark_Wahlberg;M;156;342;218;280
Ted-23751.jpeg;Mark_Wahlberg;M;150;459;305;304
Ted-29751.jpeg;Mark_Wahlberg;M;182;655;311;526
Ted-35751.jpeg;Mark_Wahlberg;M;184;442;339;287
Ted-36001.jpeg;Mark_Wahlberg;M;184;459;339;304
Ted-59001.jpeg;Amanda_Seyfried;F;140;402;247;294
Ted-62251.jpeg;Amanda_Seyfried;F;135;432;198;370
Ted-62501.jpeg;Mark_Wahlberg;M;156;344;245;255
Ted-62751.jpeg;Amanda_Seyfried;F;142;453;205;391
Ted-63251.jpeg;Amanda_Seyfried;F;196;425;325;296
Ted-63751.jpeg;Amanda_Seyfried;F;167;442;322;287
Ted-64001.jpeg;Amanda_Seyfried;F;184;494;339;339
Ted-69501.jpeg;Amanda_Seyfried;F;140;521;247;414
Ted-69751.jpeg;Mark_Wahlberg;M;146;573;236;484
Ted-70001.jpeg;Mark_Wahlberg;M;167;631;322;476
Ted-70251.jpeg;Amanda_Seyfried;F;150;459;305;304
Ted-70501.jpeg;Mark_Wahlberg;M;167;648;322;494
Ted-71001.jpeg;Mark_Wahlberg;M;167;648;322;494
Ted-71251.jpeg;Amanda_Seyfried;F;186;285;275;195
Ted-75751.jpeg;Mark_Wahlberg;M;184;683;339;528
Ted-78501.jpeg;Jessica_Barth;F;163;629;271;521
Ted-79001.jpeg;Jessica_Barth;F;153;626;282;497
Ted-79501.jpeg;Amanda_Seyfried;F;168;483;297;354
Ted-85001.jpeg;Amanda_Seyfried;F;175;306;283;199
Ted-89001.jpeg;Mark_Wahlberg;M;202;597;356;442
Ted-92751.jpeg;Amanda_Seyfried;F;128;653;235;545
Ted-94001.jpeg;Amanda_Seyfried;F;125;712;254;583
Ted-94501.jpeg;Amanda_Seyfried;F;140;629;247;521
Ted-95001.jpeg;Mark_Wahlberg;M;167;769;322;614
Ted-98001.jpeg;Amanda_Seyfried;F;182;812;311;683
Ted-98501.jpeg;Amanda_Seyfried;F;182;841;311;712
TheDescendants-100501.jpeg;Nick_Krause;M;53;440;182;311
TheDescendants-100751.jpeg;Nick_Krause;M;67;411;196;282
TheDescendants-101501.jpeg;Nick_Krause;M;98;428;284;242
TheDescendants-102001.jpeg;George_Clooney;M;26;404;116;315
TheDescendants-105501.jpeg;George_Clooney;M;93;637;316;414
TheDescendants-106251.jpeg;Nick_Krause;M;170;492;222;440
TheDescendants-107501.jpeg;Judy_Greer;F;72;585;146;511
TheDescendants-10751.jpeg;George_Clooney;M;68;426;175;318
TheDescendants-108751.jpeg;George_Clooney;M;67;368;196;239
TheDescendants-11001.jpeg;George_Clooney;M;68;450;175;342
TheDescendants-11251.jpeg;George_Clooney;M;68;402;175;294
TheDescendants-114001.jpeg;George_Clooney;M;63;598;360;277
TheDescendants-115251.jpeg;George_Clooney;M;23;527;290;260
TheDescendants-116001.jpeg;George_Clooney;M;57;593;242;407
TheDescendants-117751.jpeg;George_Clooney;M;76;344;166;255
TheDescendants-121001.jpeg;George_Clooney;M;67;640;196;511
TheDescendants-121001.jpeg;Shailene_Woodley;F;182;268;311;139
TheDescendants-121251.jpeg;George_Clooney;M;47;666;202;511
TheDescendants-121501.jpeg;George_Clooney;M;53;683;182;554
TheDescendants-121751.jpeg;Shailene_Woodley;F;139;268;268;139
TheDescendants-122251.jpeg;Judy_Greer;F;152;426;259;318
TheDescendants-123001.jpeg;Judy_Greer;F;175;426;283;318
TheDescendants-123251.jpeg;Judy_Greer;F;166;434;255;344
TheDescendants-124251.jpeg;George_Clooney;M;90;262;141;210
TheDescendants-125501.jpeg;George_Clooney;M;82;669;211;540
TheDescendants-126001.jpeg;George_Clooney;M;67;669;196;540
TheDescendants-127751.jpeg;George_Clooney;M;93;613;316;390
TheDescendants-128501.jpeg;Judy_Greer;F;68;662;291;439
TheDescendants-129001.jpeg;George_Clooney;M;57;675;242;489
TheDescendants-135001.jpeg;George_Clooney;M;98;442;253;287
TheDescendants-135751.jpeg;George_Clooney;M;81;408;236;253
TheDescendants-137001.jpeg;George_Clooney;M;30;287;184;132
TheDescendants-142001.jpeg;George_Clooney;M;67;669;196;540
TheDescendants-142501.jpeg;George_Clooney;M;130;643;204;569
TheDescendants-146001.jpeg;George_Clooney;M;92;581;199;474
TheDescendants-147001.jpeg;George_Clooney;M;30;605;66;569
TheDescendants-148751.jpeg;Judy_Greer;F;67;440;196;311
TheDescendants-149001.jpeg;Judy_Greer;F;66;354;156;265
TheDescendants-149251.jpeg;George_Clooney;M;53;411;182;282
TheDescendants-151001.jpeg;Judy_Greer;F;80;402;187;294
TheDescendants-151251.jpeg;George_Clooney;M;67;612;196;483
TheDescendants-151501.jpeg;George_Clooney;M;67;612;196;483
TheDescendants-151751.jpeg;Judy_Greer;F;68;366;175;259
TheDescendants-152001.jpeg;George_Clooney;M;81;614;236;459
TheDescendants-152251.jpeg;Judy_Greer;F;67;425;196;296
TheDescendants-152751.jpeg;George_Clooney;M;39;354;168;225
TheDescendants-153001.jpeg;Judy_Greer;F;81;442;236;287
TheDescendants-153251.jpeg;Judy_Greer;F;81;442;236;287
TheDescendants-153501.jpeg;Judy_Greer;F;81;425;236;270
TheDescendants-153751.jpeg;George_Clooney;M;67;397;196;268
TheDescendants-154251.jpeg;George_Clooney;M;98;407;284;221
TheDescendants-154501.jpeg;George_Clooney;M;77;510;263;324
TheDescendants-15501.jpeg;George_Clooney;M;27;562;348;241
TheDescendants-155251.jpeg;George_Clooney;M;66;374;156;285
TheDescendants-155501.jpeg;George_Clooney;M;98;448;284;262
TheDescendants-15751.jpeg;George_Clooney;M;55;444;130;370
TheDescendants-160001.jpeg;George_Clooney;M;57;428;242;242
TheDescendants-161251.jpeg;George_Clooney;M;116;408;270;253
TheDescendants-162751.jpeg;George_Clooney;M;108;386;151;343
TheDescendants-163251.jpeg;George_Clooney;M;122;405;166;362
TheDescendants-163501.jpeg;George_Clooney;M;137;400;180;357
TheDescendants-163751.jpeg;George_Clooney;M;127;439;170;395
TheDescendants-164251.jpeg;George_Clooney;M;132;448;175;405
TheDescendants-164751.jpeg;George_Clooney;M;127;443;170;400
TheDescendants-165001.jpeg;George_Clooney;M;132;448;175;405
TheDescendants-17251.jpeg;George_Clooney;M;93;489;316;266
TheDescendants-17751.jpeg;George_Clooney;M;82;527;350;260
TheDescendants-18251.jpeg;George_Clooney;M;52;527;320;260
TheDescendants-19001.jpeg;George_Clooney;M;93;489;316;266
TheDescendants-19251.jpeg;George_Clooney;M;68;489;291;266
TheDescendants-21001.jpeg;George_Clooney;M;55;585;130;511
TheDescendants-21501.jpeg;George_Clooney;M;77;551;263;366
TheDescendants-22251.jpeg;George_Clooney;M;98;572;284;386
TheDescendants-23251.jpeg;George_Clooney;M;118;655;304;469
TheDescendants-24001.jpeg;George_Clooney;M;98;613;284;428
TheDescendants-24251.jpeg;George_Clooney;M;80;641;187;533
TheDescendants-30251.jpeg;George_Clooney;M;39;446;101;384
TheDescendants-30501.jpeg;George_Clooney;M;118;448;304;262
TheDescendants-34251.jpeg;George_Clooney;M;44;497;152;390
TheDescendants-38251.jpeg;Shailene_Woodley;F;201;655;360;469
TheDescendants-39001.jpeg;George_Clooney;M;56;426;163;318
TheDescendants-39751.jpeg;George_Clooney;M;66;593;156;504
TheDescendants-40501.jpeg;George_Clooney;M;68;629;175;521
TheDescendants-40751.jpeg;George_Clooney;M;116;631;270;476
TheDescendants-41001.jpeg;George_Clooney;M;66;613;156;524
TheDescendants-41251.jpeg;George_Clooney;M;66;613;156;524
TheDescendants-41501.jpeg;George_Clooney;M;68;617;175;509
TheDescendants-42751.jpeg;George_Clooney;M;56;605;163;497
TheDescendants-44001.jpeg;George_Clooney;M;57;572;242;386
TheDescendants-45001.jpeg;George_Clooney;M;77;510;263;324
TheDescendants-47251.jpeg;George_Clooney;M;77;448;263;262
TheDescendants-48001.jpeg;George_Clooney;M;68;588;291;365
TheDescendants-50501.jpeg;George_Clooney;M;93;538;316;315
TheDescendants-51001.jpeg;George_Clooney;M;93;563;316;340
TheDescendants-51251.jpeg;George_Clooney;M;93;588;316;365
TheDescendants-56251.jpeg;George_Clooney;M;67;583;196;454
TheDescendants-58501.jpeg;Nick_Krause;M;80;356;142;294
TheDescendants-61001.jpeg;Nick_Krause;M;98;253;253;98
TheDescendants-63751.jpeg;George_Clooney;M;52;706;320;438
TheDescendants-64251.jpeg;George_Clooney;M;23;825;290;557
TheDescendants-67001.jpeg;George_Clooney;M;90;389;126;353
TheDescendants-68001.jpeg;George_Clooney;M;56;434;146;344
TheDescendants-68751.jpeg;George_Clooney;M;81;494;236;339
TheDescendants-69501.jpeg;George_Clooney;M;57;634;242;448
TheDescendants-70251.jpeg;George_Clooney;M;30;378;105;303
TheDescendants-72251.jpeg;Shailene_Woodley;F;81;614;236;459
TheDescendants-76751.jpeg;George_Clooney;M;98;494;253;339
TheDescendants-77001.jpeg;George_Clooney;M;81;339;236;184
TheDescendants-81251.jpeg;George_Clooney;M;92;485;199;378
TheDescendants-81751.jpeg;George_Clooney;M;76;474;166;384
TheDescendants-82501.jpeg;George_Clooney;M;98;459;253;304
TheDescendants-82751.jpeg;Shailene_Woodley;F;68;605;175;497
TheDescendants-83751.jpeg;Shailene_Woodley;F;130;504;182;452
TheDescendants-89001.jpeg;George_Clooney;M;96;285;186;195
TheDescendants-92251.jpeg;George_Clooney;M;64;304;219;150
TheDescendants-95251.jpeg;George_Clooney;M;93;464;316;241
TheDescendants-95501.jpeg;George_Clooney;M;118;510;304;324
TheDescendants-96251.jpeg;George_Clooney;M;80;386;155;312
TheDescendants-98751.jpeg;Nick_Krause;M;30;408;184;253
TheDescendants-99251.jpeg;Nick_Krause;M;53;454;182;325
TheDescendants-99751.jpeg;Nick_Krause;M;53;483;182;354
TheGrandBudapestHotel-135751.jpeg;Tony_Revolori;M;128;497;235;390
TheGrandBudapestHotel-138751.jpeg;Fahrid_Murray_Abraham;M;150;597;305;442
TheGrandBudapestHotel-139251.jpeg;Fahrid_Murray_Abraham;M;199;569;307;462
TheGrandBudapestHotel-139501.jpeg;Fahrid_Murray_Abraham;M;126;534;216;444
TheGrandBudapestHotel-40751.jpeg;Adrien_Brody;M;106;524;196;434
TheGrandBudapestHotel-42751.jpeg;Adrien_Brody;M;81;580;236;425
TheGrandBudapestHotel-68751.jpeg;Fahrid_Murray_Abraham;M;93;637;316;414
TheGrandBudapestHotel-74001.jpeg;Adrien_Brody;M;196;527;271;453
TheGrandBudapestHotel-74751.jpeg;Adrien_Brody;M;152;557;259;450
TheRip-112688.jpeg;Steven_Yeun;M;88;361;163;287
TheRip-116775.jpeg;Ben_Affleck;M;104;306;211;199
TheRip-117068.jpeg;Matt_Damon;M;116;306;223;199
TheRip-18816.jpeg;Teyana_Taylor;F;116;474;206;384
TheRip-28445.jpeg;Sasha_Calle;F;146;357;182;321
TheRip-28878.jpeg;Sasha_Calle;F;128;402;235;294
TheRip-29108.jpeg;Sasha_Calle;F;136;404;226;315
TheRip-58066.jpeg;Sasha_Calle;F;116;265;206;175
TheRip-6891.jpeg;Steven_Yeun;M;92;366;199;259
TheShadowsEdge-102929.jpeg;Zhang_Zifeng;F;72;386;146;312
TheShadowsEdge-103452.jpeg;Zhang_Zifeng;F;63;411;138;337
TheShadowsEdge-104222.jpeg;Zhang_Zifeng;F;67;397;196;268
TheShadowsEdge-104565.jpeg;Zhang_Zifeng;F;67;397;196;268
TheShadowsEdge-104933.jpeg;Zhang_Zifeng;F;55;395;130;320
TheShadowsEdge-105643.jpeg;Zhang_Zifeng;F;53;377;115;315
TheShadowsEdge-166957.jpeg;Zhang_Zifeng;F;92;402;199;294
TheShadowsEdge-167093.jpeg;Zhang_Zifeng;F;106;305;196;215
TheShadowsEdge-175742.jpeg;Zhang_Zifeng;F;68;378;175;270
TheShadowsEdge-188411.jpeg;Zhang_Zifeng;F;96;378;171;303
TheShadowsEdge-189733.jpeg;Zhang_Zifeng;F;72;378;146;303
TheShadowsEdge-189878.jpeg;Zhang_Zifeng;F;68;402;175;294
TheShadowsEdge-202836.jpeg;Ci_Sha;M;96;382;225;253
TheShadowsEdge-28457.jpeg;Zhang_Zifeng;F;61;400;113;348
TheShadowsEdge-33702.jpeg;Zhang_Zifeng;F;67;440;196;311
TheShadowsEdge-33914.jpeg;Zhang_Zifeng;F;82;425;211;296
TheShadowsEdge-34694.jpeg;Zhang_Zifeng;F;82;411;211;282
TheShadowsEdge-35555.jpeg;Zhang_Zifeng;F;96;411;225;282
TheShadowsEdge-37954.jpeg;Jackie_Chan;M;49;291;101;239
TheShadowsEdge-50771.jpeg;Jackie_Chan;M;63;370;138;295
TheShadowsEdge-51722.jpeg;Zhang_Zifeng;F;82;368;211;239
TheShadowsEdge-58073.jpeg;Jackie_Chan;M;92;366;199;259
TheShadowsEdge-59141.jpeg;Zhang_Zifeng;F;81;476;236;322
TheShadowsEdge-62369.jpeg;Zhang_Zifeng;F;108;405;151;362
TheShadowsEdge-63204.jpeg;Zhang_Zifeng;F;46;374;136;285
TheShadowsEdge-64695.jpeg;Zhang_Zifeng;F;82;382;211;253
TheShadowsEdge-69317.jpeg;Zhang_Zifeng;F;61;366;113;314
TheShadowsEdge-70320.jpeg;Zhang_Zifeng;F;76;364;166;275
TheShadowsEdge-72403.jpeg;Jackie_Chan;M;39;411;168;282
TheShadowsEdge-73104.jpeg;Jackie_Chan;M;80;438;187;330
TheShadowsEdge-73837.jpeg;Zhang_Zifeng;F;67;354;196;225
TheShadowsEdge-77295.jpeg;Zhang_Zifeng;F;66;285;156;195
TheShadowsEdge-77630.jpeg;Zhang_Zifeng;F;56;434;146;344
TheShadowsEdge-78743.jpeg;Zhang_Zifeng;F;63;295;138;220
TheShadowsEdge-88395.jpeg;Zhang_Zifeng;F;146;204;221;129
TheSocialNetwork-103514.jpeg;Andrew_Garfield;M;92;724;199;617
TheSocialNetwork-103642.jpeg;Andrew_Garfield;M;92;724;199;617
TheSocialNetwork-108756.jpeg;Jesse_Eisenberg;M;55;536;130;461
TheSocialNetwork-144253.jpeg;Jesse_Eisenberg;M;80;593;187;485
TheSocialNetwork-149880.jpeg;Jesse_Eisenberg;M;92;438;199;330
TheSocialNetwork-150455.jpeg;Jesse_Eisenberg;M;92;474;199;366
TheSocialNetwork-152426.jpeg;Jesse_Eisenberg;M;81;390;236;236
TheSocialNetwork-152943.jpeg;Jesse_Eisenberg;M;67;368;196;239
TheSocialNetwork-153357.jpeg;Jesse_Eisenberg;M;67;382;196;253
TheSocialNetwork-163995.jpeg;Jesse_Eisenberg;M;77;510;263;324
TheSocialNetwork-28942.jpeg;Jesse_Eisenberg;M;64;562;219;408
TheSocialNetwork-93860.jpeg;Jesse_Eisenberg;M;146;668;221;594
TheSocialNetwork-96238.jpeg;Jesse_Eisenberg;M;56;211;163;103
TheSocialNetwork-96356.jpeg;Jesse_Eisenberg;M;76;195;166;106
TheTown-128501.jpeg;Rebecca_Hall;F;52;676;320;409
TheTown-134251.jpeg;Jeremy_Renner;M;64;322;219;167
TheTown-134501.jpeg;Jeremy_Renner;M;36;407;222;221
TheTown-142751.jpeg;Pete_Postlethwaite;M;47;328;121;254
TheTown-143001.jpeg;Pete_Postlethwaite;M;38;295;113;220
TheTown-212501.jpeg;Jon_Hamm;M;59;432;122;370
TheWolfofWallStreet-100631.jpeg;Leonardo_DiCaprio-m;unknown;0;587;260;319
TheWolfofWallStreet-100778.jpeg;Leonardo_DiCaprio-m;unknown;43;662;266;439
TheWolfofWallStreet-111054.jpeg;Margot_Robbie;F;80;390;187;282
TheWolfofWallStreet-111537.jpeg;Leonardo_DiCaprio-m;unknown;81;459;236;304
TheWolfofWallStreet-112796.jpeg;Leonardo_DiCaprio-m;unknown;56;554;146;464
TheWolfofWallStreet-132804.jpeg;Leonardo_DiCaprio-m;unknown;80;342;187;235
TheWolfofWallStreet-144420.jpeg;Jonah_Hill;M;98;407;284;221
TheWolfofWallStreet-14471.jpeg;Matthew_McConaughey;M;64;614;219;459
TheWolfofWallStreet-150773.jpeg;Leonardo_DiCaprio-m;unknown;77;489;263;304
TheWolfofWallStreet-153575.jpeg;Leonardo_DiCaprio-m;unknown;98;631;253;476
TheWolfofWallStreet-154097.jpeg;Leonardo_DiCaprio-m;unknown;77;655;263;469
TheWolfofWallStreet-154439.jpeg;Leonardo_DiCaprio-m;unknown;77;634;263;448
TheWolfofWallStreet-154780.jpeg;Leonardo_DiCaprio-m;unknown;77;655;263;469
TheWolfofWallStreet-157426.jpeg;Jon_Bernthal;M;63;685;138;610
TheWolfofWallStreet-157956.jpeg;Jon_Bernthal;M;96;683;186;593
TheWolfofWallStreet-158323.jpeg;Jon_Bernthal;M;96;743;186;653
TheWolfofWallStreet-162575.jpeg;Jon_Bernthal;M;46;613;136;524
TheWolfofWallStreet-163592.jpeg;Jon_Bernthal;M;46;723;136;633
TheWolfofWallStreet-18341.jpeg;Matthew_McConaughey;M;67;655;196;526
TheWolfofWallStreet-18471.jpeg;Matthew_McConaughey;M;80;569;187;462
TheWolfofWallStreet-193829.jpeg;Leonardo_DiCaprio-m;unknown;53;526;182;397
TheWolfofWallStreet-222990.jpeg;Leonardo_DiCaprio-m;unknown;96;652;171;577
TheWolfofWallStreet-223971.jpeg;Leonardo_DiCaprio-m;unknown;80;306;187;199
TheWolfofWallStreet-237969.jpeg;Leonardo_DiCaprio-m;unknown;67;382;196;253
TheWolfofWallStreet-238845.jpeg;Leonardo_DiCaprio-m;unknown;80;378;187;270
TheWolfofWallStreet-27363.jpeg;Leonardo_DiCaprio-m;unknown;82;411;211;282
TheWolfofWallStreet-36883.jpeg;Leonardo_DiCaprio-m;unknown;92;354;199;247
TheWolfofWallStreet-42505.jpeg;Jon_Bernthal;M;81;631;236;476
TheWolfofWallStreet-42801.jpeg;Leonardo_DiCaprio-m;unknown;67;296;196;167
TheWolfofWallStreet-42937.jpeg;Leonardo_DiCaprio-m;unknown;80;402;187;294
TheWolfofWallStreet-46227.jpeg;Leonardo_DiCaprio-m;unknown;27;491;348;170
TheWolfofWallStreet-77592.jpeg;Leonardo_DiCaprio-m;unknown;47;511;202;356
TheWolfofWallStreet-83436.jpeg;Leonardo_DiCaprio-m;unknown;47;631;202;476
TheWolfofWallStreet-8462.jpeg;Leonardo_DiCaprio-m;unknown;81;597;236;442
TheWolfofWallStreet-8962.jpeg;Leonardo_DiCaprio-m;unknown;82;425;211;296
TheWolfofWallStreet-9175.jpeg;Matthew_McConaughey;M;81;339;236;184
TheWolfofWallStreet-9742.jpeg;Leonardo_DiCaprio-m;unknown;64;580;219;425
TheWreckingCrew-105092.jpeg;Jason_Momoa;M;27;562;348;241
TheWreckingCrew-117989.jpeg;Jason_Momoa;M;63;403;138;328
TheWreckingCrew-118309.jpeg;Jason_Momoa;M;36;551;222;366
TheWreckingCrew-118525.jpeg;Jason_Momoa;M;64;597;219;442
TheWreckingCrew-130160.jpeg;Jacob_Batalon;M;80;619;155;544
TheWreckingCrew-130272.jpeg;Jacob_Batalon;M;80;610;155;536
TheWreckingCrew-130399.jpeg;Jacob_Batalon;M;80;610;155;536
TheWreckingCrew-135255.jpeg;Dave_Bautista;M;93;712;316;489
TheWreckingCrew-160083.jpeg;Temuera_Morrison;M;57;428;242;242
TheWreckingCrew-160607.jpeg;Temuera_Morrison;M;86;409;122;373
TheWreckingCrew-160709.jpeg;Temuera_Morrison;M;57;613;242;428
TheWreckingCrew-162319.jpeg;Jason_Momoa;M;68;637;291;414
TheWreckingCrew-18210.jpeg;Jason_Momoa;M;64;322;219;167
TheWreckingCrew-18656.jpeg;Jason_Momoa;M;77;407;263;221
TheWreckingCrew-18847.jpeg;Jason_Momoa;M;57;407;242;221
TheWreckingCrew-22355.jpeg;Jason_Momoa;M;56;534;146;444
TheWreckingCrew-32233.jpeg;Jason_Momoa;M;76;305;166;215
TheWreckingCrew-32692.jpeg;Jason_Momoa;M;80;294;187;187
TheWreckingCrew-33046.jpeg;Jason_Momoa;M;106;265;196;175
TheWreckingCrew-33249.jpeg;Jason_Momoa;M;96;397;225;268
TheWreckingCrew-33359.jpeg;Jason_Momoa;M;116;390;270;236
TheWreckingCrew-33458.jpeg;Jason_Momoa;M;80;330;187;223
TheWreckingCrew-33667.jpeg;Jason_Momoa;M;44;330;152;223
TheWreckingCrew-34200.jpeg;Jason_Momoa;M;66;335;156;245
TheWreckingCrew-34316.jpeg;Jason_Momoa;M;56;295;146;205
TheWreckingCrew-34655.jpeg;Jason_Momoa;M;68;464;291;241
TheWreckingCrew-35262.jpeg;Jason_Momoa;M;76;325;166;235
TheWreckingCrew-36902.jpeg;Jason_Momoa;M;98;469;284;283
TheWreckingCrew-37865.jpeg;Jason_Momoa;M;122;474;184;411
TheWreckingCrew-38279.jpeg;Jason_Momoa;M;47;597;202;442
TheWreckingCrew-39211.jpeg;Jason_Momoa;M;67;454;196;325
TheWreckingCrew-39715.jpeg;Jason_Momoa;M;77;551;263;366
TheWreckingCrew-52843.jpeg;Jacob_Batalon;M;56;390;163;282
TheWreckingCrew-53436.jpeg;Jacob_Batalon;M;82;454;211;325
TheWreckingCrew-53532.jpeg;Jacob_Batalon;M;67;468;196;339
TheWreckingCrew-53679.jpeg;Jacob_Batalon;M;67;468;196;339
TheWreckingCrew-54225.jpeg;Jacob_Batalon;M;64;476;219;322
TheWreckingCrew-63112.jpeg;Jason_Momoa;M;110;669;239;540
TheWreckingCrew-63292.jpeg;Jason_Momoa;M;82;640;211;511
TheWreckingCrew-73156.jpeg;Jason_Momoa;M;64;562;219;408
TheWreckingCrew-86720.jpeg;Jason_Momoa;M;76;424;166;335
TheWreckingCrew-90550.jpeg;Jason_Momoa;M;68;464;291;241
TheWreckingCrew-90665.jpeg;Jason_Momoa;M;98;469;284;283
TheWreckingCrew-93311.jpeg;Claes_Bang;M;77;469;263;283
TheWreckingCrew-93461.jpeg;Jason_Momoa;M;104;330;211;223
TheWreckingCrew-94411.jpeg;Jason_Momoa;M;106;354;196;265
TheWreckingCrew-94587.jpeg;Claes_Bang;M;104;581;211;474
TheWreckingCrew-94856.jpeg;Claes_Bang;M;96;526;225;397
TheWreckingCrew-95007.jpeg;Jason_Momoa;M;104;414;211;306
TheWreckingCrew-95424.jpeg;Jason_Momoa;M;82;468;211;339
TheWreckingCrew-95545.jpeg;Jason_Momoa;M;86;474;176;384
TheWreckingCrew-95657.jpeg;Claes_Bang;M;57;613;242;428
TheWreckingCrew-95744.jpeg;Claes_Bang;M;116;521;223;414
TheWreckingCrew-96071.jpeg;Claes_Bang;M;82;483;211;354
TheWreckingCrew-96152.jpeg;Jason_Momoa;M;0;476;150;322
TheWreckingCrew-96310.jpeg;Claes_Bang;M;96;454;225;325
TheWreckingCrew-96405.jpeg;Claes_Bang;M;96;440;225;311
TheWreckingCrew-96656.jpeg;Claes_Bang;M;56;474;163;366
TheWreckingCrew-97015.jpeg;Claes_Bang;M;57;510;242;324
ThreeBillboardsOutsideEbbingMissouri-10898.jpeg;Sam_Rockwell;M;82;583;211;454
ThreeBillboardsOutsideEbbingMissouri-118630.jpeg;Peter_Dinklage;M;68;533;175;426
ThreeBillboardsOutsideEbbingMissouri-119596.jpeg;Peter_Dinklage;M;80;366;187;259
ThreeBillboardsOutsideEbbingMissouri-125113.jpeg;Peter_Dinklage;M;67;626;196;497
ThreeBillboardsOutsideEbbingMissouri-125570.jpeg;Frances_McDormand;F;163;751;237;677
ThreeBillboardsOutsideEbbingMissouri-127564.jpeg;Frances_McDormand;F;96;303;171;229
ThreeBillboardsOutsideEbbingMissouri-134337.jpeg;Frances_McDormand;F;80;402;187;294
ThreeBillboardsOutsideEbbingMissouri-134515.jpeg;Frances_McDormand;F;76;384;166;295
ThreeBillboardsOutsideEbbingMissouri-135498.jpeg;Frances_McDormand;F;81;322;236;167
ThreeBillboardsOutsideEbbingMissouri-135559.jpeg;Frances_McDormand;F;72;212;146;137
ThreeBillboardsOutsideEbbingMissouri-136119.jpeg;Frances_McDormand;F;98;356;253;201
ThreeBillboardsOutsideEbbingMissouri-136369.jpeg;Frances_McDormand;F;77;386;263;201
ThreeBillboardsOutsideEbbingMissouri-136874.jpeg;Frances_McDormand;F;98;428;284;242
ThreeBillboardsOutsideEbbingMissouri-137196.jpeg;Frances_McDormand;F;110;397;239;268
ThreeBillboardsOutsideEbbingMissouri-137562.jpeg;Frances_McDormand;F;68;318;175;211
ThreeBillboardsOutsideEbbingMissouri-138403.jpeg;Frances_McDormand;F;86;534;176;444
ThreeBillboardsOutsideEbbingMissouri-138509.jpeg;John_Hawkes;M;66;544;156;454
ThreeBillboardsOutsideEbbingMissouri-138873.jpeg;Frances_McDormand;F;44;545;152;438
ThreeBillboardsOutsideEbbingMissouri-139209.jpeg;Frances_McDormand;F;8;677;116;569
ThreeBillboardsOutsideEbbingMissouri-144302.jpeg;Frances_McDormand;F;77;407;263;221
ThreeBillboardsOutsideEbbingMissouri-150253.jpeg;Frances_McDormand;F;76;434;166;344
ThreeBillboardsOutsideEbbingMissouri-155447.jpeg;Frances_McDormand;F;68;662;291;439
ThreeBillboardsOutsideEbbingMissouri-20867.jpeg;Frances_McDormand;F;155;569;229;494
ThreeBillboardsOutsideEbbingMissouri-20971.jpeg;Frances_McDormand;F;110;583;239;454
ThreeBillboardsOutsideEbbingMissouri-22066.jpeg;Frances_McDormand;F;67;354;196;225
ThreeBillboardsOutsideEbbingMissouri-22495.jpeg;Frances_McDormand;F;82;354;211;225
ThreeBillboardsOutsideEbbingMissouri-24082.jpeg;Woody_Harrelson;M;125;554;254;425
ThreeBillboardsOutsideEbbingMissouri-26016.jpeg;Sam_Rockwell;M;67;382;196;253
ThreeBillboardsOutsideEbbingMissouri-26623.jpeg;Sam_Rockwell;M;67;311;196;182
ThreeBillboardsOutsideEbbingMissouri-28905.jpeg;Frances_McDormand;F;66;335;156;245
ThreeBillboardsOutsideEbbingMissouri-29215.jpeg;Frances_McDormand;F;96;397;225;268
ThreeBillboardsOutsideEbbingMissouri-31884.jpeg;Frances_McDormand;F;76;305;166;215
ThreeBillboardsOutsideEbbingMissouri-32538.jpeg;Frances_McDormand;F;82;354;211;225
ThreeBillboardsOutsideEbbingMissouri-33045.jpeg;Frances_McDormand;F;82;339;211;210
ThreeBillboardsOutsideEbbingMissouri-34346.jpeg;Woody_Harrelson;M;66;524;156;434
ThreeBillboardsOutsideEbbingMissouri-34710.jpeg;Woody_Harrelson;M;63;602;138;527
ThreeBillboardsOutsideEbbingMissouri-39074.jpeg;Frances_McDormand;F;104;545;211;438
ThreeBillboardsOutsideEbbingMissouri-39322.jpeg;Frances_McDormand;F;68;545;175;438
